LocationLatitude,LocationLongitude,prolific_id,age,gender,gender_3_TEXT,race,marital_status,,household_income,politics,dog_neu_moral_1,dog_neu_correct_1,dog_neu_similar_1,sexsim_neu_moral_1,sexsim_neu_correct_1,sexsim_neu_similar_1,incest_neu_moral_1,incest_neu_correct_1,incest_neu_similar_1,chicken_neu_moral_1,chicken_neu_correct_1,chicken_neu_similar_1,lifeboat_neu_moral_1,lifeboat_neu_correct_1,lifeboat_neu_similar_1,footb_neu_moral_1,footb_neu_correct_1,footb_neu_similar_1,electric_neu_moral_1,electric_neu_correct_1,electric_neu_similar_1,village_neu_moral_1,village_neu_correct_1,village_neu_similar_1,dog_memrate,sexsim_memrate,incest_memrate,chicken_memrate,lifeboat_memrate,footb_memrate,electric_memrate,village_memrate,FoMO1_1,FoMO1_2,FoMO1_3,FoMO1_4,FoMO1_5,FoMO2_1,FoMO2_2,FoMO2_3,FoMO2_4,FoMO2_5,FoMO2_6,ih1_1,ih1_2,ih1_3,ih1_4,ih1_5,ih1_6,ih2_1,ih2_2,ih2_3,ih2_4,ih2_5,ih2_6,ih3_1,ih3_2,ih3_3,ih3_4,ih3_5,ih4_1,ih4_2,ih4_3,ih4_4,ih4_5,,info_type2,Scen1,Scen2,Scen3,Scen4,Scen5,Scen6,Scen7,Scen8
38.2856,-104.5809,5d9ae3ff9d2a700014869bcb,36,Female,,White,Married,,"$40,001 - $60,000",Liberal,10,0,0,0,9,18,-10,50,56,0,9,12,-5,40,20,-100,80,80,-40,70,50,0,40,24,2,2,2,2,2,5,2,5,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,electric,footb,village,dog,incest,sexsim,chicken,lifeboat
40.2738,-81.8662,60de9c66c01a9de405e9efb0,64,Male,,White,Separated or Divorced,,"Under $20,000",Slightly Liberal,-100,100,0,-62,51,0,2,51,0,-100,100,0,-100,100,0,-100,100,0,-100,100,0,-100,100,0,10 - I completely remember my responses,8,8,8,8,8,8,10 - I completely remember my responses,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,,neutral,chicken,incest,lifeboat,footb,sexsim,dog,electric,village
34.074,-118.2611,5727e394c68b5a000e397d8c,38,Male,,Asian,Single,,"$20,001 - $40,000",Slightly Liberal,-29,57,57,23,31,15,-100,91,67,-10,34,37,63,62,60,26,59,53,41,79,70,-12,53,25,5,5,7,6,6,7,7,5,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,chicken,incest,footb,electric,lifeboat,village,dog,sexsim
36.0711,-86.7196,56b10ae86399f9000ad8d987,44,Male,,White,Married,,"$60,001 - $80,000",Slightly Liberal,7,9,0,28,12,0,-12,7,0,17,14,0,36,21,0,25,15,0,74,30,0,80,38,0,2,2,2,2,6,3,9,7,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Moderately true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,electric,village,lifeboat,incest,chicken,sexsim,dog,footb
42.4889,-70.9647,636168a962acef1f1f1cc4ce,38,Female,,Asian,Single,,"$100,001 or over",Slightly Liberal,100,0,0,100,0,0,30,0,0,100,0,0,95,0,0,-10,0,0,-95,0,0,90,0,0,9,9,4,9,8,3,8,7,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,village,lifeboat,incest,electric,dog,chicken,footb,sexsim
29.7373,-95.3972,62fd0bc538d70b87550691f7,59,Male,,Black or African American,Married,,"$100,001 or over",Strongly Liberal,0,50,50,-100,100,100,-100,100,100,-100,100,100,-40,100,100,-80,100,100,-100,100,100,-100,100,100,7,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Slightly true of me,Moderately true of me,Moderately true of me,Slightly true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,,neutral,incest,sexsim,chicken,lifeboat,electric,footb,village,dog
29.7646,-95.3657,633c9442344cbeda070ca352,61,Female,,White,Separated or Divorced,,"$60,001 - $80,000",Liberal,11,15,0,-24,22,21,-54,1,9,-25,1,23,38,20,23,12,28,23,-81,10,8,13,16,10,4,2,3,3,3,3,3,3,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,,neutral,lifeboat,chicken,sexsim,village,footb,incest,electric,dog
37.7441,-122.48,5dd72efa82569a6d38e06854,40,Female,,White,Single,,"$80,001 - $100,000",Strongly Liberal,-48,4,0,2,2,0,-53,1,0,0,6,4,10,4,0,-50,0,0,75,22,3,35,25,10,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,2,1 - I do not remember my responses at all,2,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,sexsim,electric,dog,chicken,village,lifeboat,incest,footb
28.53,-81.4807,5eb9af967fbf4b0d17bbe946,32,Female,,White,Cohabited,,"$100,001 or over",Moderate,-40,65,48,-29,66,46,-100,80,56,-20,48,53,-47,75,53,-95,57,37,-87,74,55,-10,61,70,3,3,5,2,3,4,4,2,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Moderately true of me,Moderately true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,footb,dog,village,electric,lifeboat,chicken,sexsim,incest
35.2296,-80.843,60fcc3edae67980c341c74e9,59,Female,,White,Single,,"$40,001 - $60,000",Liberal,-80,30,2,-28,0,0,-18,0,0,-14,0,0,-50,0,0,-55,6,0,23,1,0,0,0,0,5,7,6,7,7,5,6,7,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,,neutral,dog,footb,electric,sexsim,incest,chicken,lifeboat,village
34.0389,-84.3826,5b0fa626bd9c310001568d6c,56,Female,,White,Married,,"$40,001 - $60,000",Liberal,-100,0,0,-100,0,0,-100,28,15,-100,0,0,40,82,78,31,78,55,-66,85,69,-34,81,82,8,8,9,8,1 - I do not remember my responses at all,6,6,4,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Very true of me,Moderately true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,lifeboat,electric,incest,footb,dog,sexsim,chicken,village
40.9509,-90.3658,606609111ba10f35596db018,62,Female,,White,Married,,"$100,001 or over",Strongly Conservative,-100,0,0,-100,0,0,-100,0,0,-100,0,0,0,0,0,-100,0,0,-100,0,0,90,0,0,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,8,8,8,8,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,,neutral,village,sexsim,dog,lifeboat,chicken,electric,footb,incest
32.1943,-110.9767,58b2338a898c2e0001a5ca56,62,Female,,White,Widowed,,"$40,001 - $60,000",Slightly Liberal,-100,76,0,-100,22,0,-47,46,0,-100,51,0,-100,77,51,2,0,0,-100,73,0,2,51,0,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Extremely true of me,Moderately true of me,Moderately true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,,neutral,sexsim,village,footb,chicken,lifeboat,incest,dog,electric
33.4683,-112.0549,5e976f67be609822f1146463,52,Male,,White,Single,,"$60,001 - $80,000",Slightly Liberal,-58,100,100,-98,99,100,-100,65,82,-100,100,85,-77,82,82,-60,79,78,-27,78,78,-100,100,100,7,10 - I completely remember my responses,1 - I do not remember my responses at all,10 - I completely remember my responses,3,1 - I do not remember my responses at all,3,10 - I completely remember my responses,Very true of me,Moderately true of me,Not at all true of me,Not at all true of me,Moderately true of me,Very true of me,Moderately true of me,Slightly true of me,Moderately true of me,Slightly true of me,Moderately true of me,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,neutral,dog,incest,lifeboat,sexsim,village,footb,chicken,electric
29.7912,-95.4182,5fbaea1c266280b97c7d20a7,29,Female,,Hispanic and/or Latin,Single,,"Under $20,000",Liberal,-100,91,0,-100,0,0,-100,100,75,-100,100,50,-100,85,0,-100,0,0,-100,0,0,-70,95,0,6,4,1 - I do not remember my responses at all,7,8,1 - I do not remember my responses at all,6,2,Moderately true of me,Moderately true of me,Moderately true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,incest,chicken,village,footb,electric,dog,sexsim,lifeboat
26.3165,-80.2748,5f77c6a1a110ce346dc016ec,66,Male,,White,Married,,"$100,001 or over",Moderate,-100,100,100,-100,100,100,-100,100,100,-99,100,100,-100,100,100,-100,100,100,-100,100,100,-100,100,100,8,7,7,7,7,8,7,7,Moderately true of me,Moderately true of me,Slightly true of me,Slightly true of me,Moderately true of me,Moderately true of me,Moderately true of me,Slightly true of me,Moderately true of me,Slightly true of me,Moderately true of me,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,chicken,footb,sexsim,dog,incest,electric,lifeboat,village
39.2909,-76.6096,60632b562ed6028c6bb905a6,64,Male,,White,Separated or Divorced,,"$20,001 - $40,000",Liberal,-55,77,100,-8,24,23,-47,100,100,-27,18,17,0,50,21,-43,29,29,-100,100,100,-48,24,25,2,2,3,2,3,4,7,3,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Extremely true of me,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,electric,lifeboat,chicken,incest,sexsim,village,dog,footb
39.1063,-76.866,6100319c0c4730c4efc39c40,70,Female,,White,Married,,"$100,001 or over",Liberal,-34,6,2,16,4,0,-8,0,0,13,4,9,-72,3,0,-67,2,2,-100,4,8,-76,8,0,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,Very true of me,Very true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,neutral,footb,dog,electric,village,lifeboat,incest,chicken,sexsim
39.9834,-105.143,6155e0bb17662cfd9293bfd5,47,Female,,White,Married,,"$100,001 or over",Liberal,0,0,0,15,16,17,-100,0,0,-5,29,54,0,56,59,-14,62,55,-100,11,0,13,87,90,7,4,6,4,3,6,7,6,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,,neutral,village,electric,footb,sexsim,incest,lifeboat,dog,chicken
33.4512,-112.0876,6020a97ae790606e1add320d,33,Female,,Black or African American,Married,,"$60,001 - $80,000",Slightly Liberal,-100,100,100,-80,68,78,-100,100,100,-42,90,87,66,65,76,58,74,90,58,85,100,-100,100,100,8,8,10 - I completely remember my responses,9,10 - I completely remember my responses,10 - I completely remember my responses,9,8,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Not at all true of me,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,,neutral,dog,chicken,sexsim,electric,footb,lifeboat,village,incest
44.9036,-123.0461,631647a0bf6e0dd403e171c2,42,Female,,White,Married,,"$60,001 - $80,000",Strongly Conservative,-50,0,0,-26,0,0,-75,0,0,-24,0,0,-25,0,0,0,0,0,-50,0,0,-100,0,0,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,footb,incest,electric,lifeboat,sexsim,chicken,village,dog
39.9418,-83.8357,5e668d33ffed4c410e662f8a,40,Male,,White,Single,,"$20,001 - $40,000",Liberal,-55,69,0,0,0,0,-33,16,0,0,17,0,66,63,0,-100,100,0,-61,80,0,26,32,0,7,4,6,5,9,8,5,6,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Moderately true of me,Not at all true of me,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Moderately true of me,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,incest,dog,lifeboat,chicken,village,sexsim,footb,electric
38.6154,-90.2159,5c239f96da51990001e21d97,76,Male,,White,Widowed,,"$20,001 - $40,000",Strongly Conservative,100,100,0,-100,100,100,-100,100,0,-100,100,0,-61,100,50,-100,100,0,-100,100,51,-85,92,9,5,9,10 - I completely remember my responses,10 - I completely remember my responses,5,10 - I completely remember my responses,10 - I completely remember my responses,7,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,,neutral,lifeboat,village,chicken,footb,electric,dog,incest,sexsim
43.0729,-70.8052,622a2b1c561ce3cd95519fd2,62,Male,,White,Single,,"$60,001 - $80,000",Slightly Liberal,-96,96,96,-54,38,48,-76,63,75,-98,80,91,-6,66,62,-72,79,86,-100,99,76,32,78,77,9,9,8,8,10 - I completely remember my responses,10 - I completely remember my responses,9,9,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Slightly true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,neutral,electric,sexsim,village,incest,footb,dog,lifeboat,chicken
27.9247,-82.5105,6073ad2cd288215f64f51efa,32,Male,,"Asian,White",Single,,"$80,001 - $100,000",Strongly Liberal,-100,0,0,-100,0,0,-100,0,0,-100,0,0,5,0,0,-67,0,0,72,0,0,23,0,0,7,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,1 - I do not remember my responses at all,6,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Very true of me,Slightly true of me,Slightly true of me,Moderately true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,neutral,sexsim,lifeboat,incest,dog,chicken,electric,footb,village
33.6871,-84.151,6168ace1ef0f716f56f08f5b,34,Female,,Black or African American,Single,,"Under $20,000",Liberal,-100,93,100,-97,90,86,81,87,84,-97,93,90,-99,83,81,-100,100,100,-99,92,87,-100,86,90,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Moderately true of me,Moderately true of me,Moderately true of me,Very true of me,Very true of me,Moderately true of me,Extremely true of me,Very true of me,Very true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,,neutral,chicken,footb,dog,village,electric,incest,sexsim,lifeboat
35.7614,-78.6015,63b83d22b0c6655370984973,29,Female,,White,Cohabited,,"$100,001 or over",Slightly Liberal,-74,100,67,-17,57,50,-100,100,100,-49,86,83,32,58,60,37,71,58,22,81,59,27,70,55,9,6,10 - I completely remember my responses,10 - I completely remember my responses,7,9,9,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,,neutral,dog,electric,village,footb,incest,chicken,sexsim,lifeboat
33.1432,-117.1666,6400d916e410c86255a45836,33,Female,,White,Cohabited,,"Under $20,000",Liberal,25,10,0,40,10,0,-40,10,0,60,10,0,10,10,0,25,10,0,-40,10,0,20,10,0,6,4,4,6,3,2,7,4,Slightly true of me,Not at all true of me,Slightly true of me,Moderately true of me,Moderately true of me,Slightly true of me,Very true of me,Not at all true of me,Very true of me,Slightly true of me,Slightly true of me,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,neutral,village,chicken,incest,sexsim,dog,footb,electric,lifeboat
38.662,-90.2889,5c6a92d8a26a8500014446f7,46,Female,,American Indian or Alaska Native,Married,,"$20,001 - $40,000",Strongly Liberal,8,9,8,-15,63,8,-87,87,13,-22,62,6,56,13,20,-42,20,6,-55,16,16,1,18,14,3,6,6,8,1 - I do not remember my responses at all,1 - I do not remember my responses at all,8,5,Extremely true of me,Extremely true of me,Not at all true of me,Not at all true of me,Very true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Disagree,,neutral,footb,sexsim,lifeboat,electric,dog,village,incest,chicken
35.2708,-114.0226,6292113db5aa48e97c648752,60,Female,,White,Separated or Divorced,,"Under $20,000",Moderate,100,0,0,-100,0,0,2,0,0,-100,0,0,44,0,0,-100,0,0,-100,0,0,-100,0,0,10 - I completely remember my responses,7,6,6,9,9,9,7,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,electric,village,sexsim,lifeboat,footb,dog,chicken,incest
34.1624,-118.1275,5dcec32a367c6d000a4282c2,69,Male,,White,Married,,"$60,001 - $80,000",Moderate,100,100,100,0,0,0,0,0,0,0,0,0,100,50,75,0,0,0,100,100,100,0,0,0,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,5,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Not at all true of me,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,neutral,sexsim,footb,electric,incest,village,lifeboat,chicken,dog
37.2941,-121.8996,61573426f11e0627ff97f5fc,66,Male,,White,Single,,"$100,001 or over",Liberal,15,0,0,15,0,0,25,0,29,25,0,0,85,75,80,-100,90,90,-30,50,60,75,50,60,2,2,6,2,8,8,2,3,Moderately true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,,neutral,incest,dog,chicken,village,lifeboat,sexsim,electric,footb
