LocationLatitude,LocationLongitude,age,gender,,race,marital_status,check1,household_income,politics,dog_acc_moral_1,dog_acc_correct_1,dog_acc_similar_1,sexsim_acc_moral_1,sexsim_acc_correct_1,sexsim_acc_similar_1,incest_acc_moral_1,incest_acc_correct_1,incest_acc_similar_1,chicken_acc_moral_1,chicken_acc_correct_1,chicken_acc_similar_1,lifeboat_acc_moral_1,lifeboat_acc_correct_1,lifeboat_acc_similar_1,footb_acc_moral_1,footb_acc_correct_1,footb_acc_similar_1,electric_acc_moral_1,electric_acc_correct_1,electric_acc_similar_1,village_acc_moral_1,village_acc_correct_1,village_acc_similar_1,dog_con_moral_1,dog_con_correct_1,dog_con_similar_1,sexsim_con_moral_1,sexsim_con_correct_1,sexsim_con_similar_1,incest_con_moral_1,incest_con_correct_1,incest_con_similar_1,chicken_con_moral_1,chicken_con_correct_1,chicken_con_similar_1,lifeboat_con_moral_1,lifeboat_con_correct_1,lifeboat_con_similar_1,footb_con_moral_1,footb_con_correct_1,footb_con_similar_1,electric_con_moral_1,electric_con_correct_1,electric_con_similar_1,village_con_moral_1,village_con_correct_1,village_con_similar_1,dog_memrate,sexsim_memrate,incest_memrate,chicken_memrate,lifeboat_memrate,footb_memrate,electric_memrate,village_memrate,FoMO1_1,FoMO1_2,FoMO1_3,FoMO1_4,FoMO1_5,FoMO2_1,FoMO2_2,FoMO2_3,FoMO2_4,FoMO2_5,FoMO2_6,ih1_1,ih1_2,ih1_3,ih1_4,ih1_5,ih1_6,ih2_1,ih2_2,ih2_3,ih2_4,ih2_5,ih2_6,ih3_1,ih3_2,ih3_3,ih3_4,ih3_5,ih4_1,ih4_2,ih4_3,ih4_4,ih4_5,info_type2,Resp,Amt1,reason,dog_reason,Scen1,sexsim_reason,incest_reason,chicken_reason,lifeboat_reason,footb_reason,electric_reason,village_reason,Amt2,Scen2,Amt3,Scen3,Amt4,Scen4,Amt5,Scen5,Amt6,Scen6,Amt7,Scen7,Amt8,Scen8,prolific_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0544,-118.244,59,Male,,White,Married,Absolutely disagree,"$100,001 or over",Moderate,-75,5,5,10,5,5,-90,5,5,10,5,5,0,5,5,-25,5,5,-90,5,5,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,4,4,4,4,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,accept,51,62,“It makes sense to save five people over one since their contribution to society would be higher.”,acc_emo,incest,acc_rat,acc_emo,acc_rat,acc_emo,acc_rat,acc_rat,acc_emo,68,electric,74,dog,53,lifeboat,71,village,80,chicken,57,sexsim,51,footb,60d7b3469a65ac7408cb9dd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.5428,-94.1871,35,Male,,White,Single,Absolutely disagree,"$60,001 - $80,000",Strongly Liberal,,,,,,,,,,,,,,,,,,,,,,,,,90,60,0,56,16,0,75,38,0,63,35,0,-100,71,0,-84,85,0,-100,97,0,100,40,0,7,6,8,7,5,7,8,8,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,condemn,51,53,“I feel sickened that those barbaric passengers committed a horrible murder.”,con_emo,village,con_rat,con_rat,con_emo,con_emo,con_rat,con_emo,con_rat,57,dog,74,electric,71,footb,80,chicken,62,incest,68,sexsim,51,lifeboat,5a78dbb9ae9a0b0001a97212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2887,-97.7398,62,Male,,White,Married,Absolutely disagree,"$80,001 - $100,000",Liberal,,,,,,,,,,,,,,,,,,,,,,,,,60,90,20,50,90,20,-20,90,30,20,90,30,50,90,30,25,90,30,50,90,25,20,90,30,8,8,8,8,8,8,8,8,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,condemn,71,51,“It could lead to an accidental pregnancy even with contraceptives.”,con_emo,footb,con_emo,con_rat,con_rat,con_emo,con_rat,con_emo,con_rat,74,village,57,chicken,80,electric,62,dog,68,lifeboat,53,sexsim,71,incest,5d25336d3e31ad0016186262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8209,-84.0194,74,Female,,White,Married,Absolutely disagree,"$20,001 - $40,000",Moderate,52,39,39,-33,63,36,-60,75,24,-40,73,30,-18,42,43,-41,75,32,-50,70,28,13,37,38,,,,,,,,,,,,,,,,,,,,,,,,,3,8,8,8,8,8,8,8,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,accept,53,57,“I feel pity for the poor family. They must have been starving to have to make this decision.”,acc_emo,village,acc_rat,acc_emo,acc_rat,acc_rat,acc_rat,acc_emo,acc_emo,62,lifeboat,68,incest,51,chicken,74,sexsim,71,footb,80,electric,53,dog,5dd1919051c6d2208e27fbc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.1394,-118.266,69,Male,,Hispanic and/or Latin,Married,Absolutely disagree,I prefer not to answer,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,89,33,0,69,43,0,12,53,0,65,42,4,30,54,0,23,18,6,-2,40,0,3,17,0,3,3,3,3,3,3,3,3,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Very true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,condemn,62,53,"“I feel furious that she would do this; parents should give their life for their children, not the other way around.”",con_emo,footb,con_emo,con_rat,con_rat,con_rat,con_rat,con_emo,con_emo,80,chicken,68,lifeboat,57,incest,74,sexsim,51,electric,71,dog,62,village,60493e65aba91587246602a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.3627,-98.4886,38,Male,,Hispanic and/or Latin,Single,Absolutely disagree,"Under $20,000",Liberal,,,,,,,,,,,,,,,,,,,,,,,,,-79,59,80,-65,53,51,-8,30,20,-66,70,74,28,17,26,-60,61,70,14,34,26,-16,28,24,6,6,7,6,6,4,6,7,Moderately true of me,Moderately true of me,Moderately true of me,Slightly true of me,Moderately true of me,Slightly true of me,Very true of me,Moderately true of me,Moderately true of me,Slightly true of me,Moderately true of me,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,condemn,57,80,“I feel revolted that he engaged in bestiality; animals are not sex toys.”,con_emo,incest,con_rat,con_rat,con_emo,con_rat,con_emo,con_rat,con_emo,53,lifeboat,51,village,71,dog,68,electric,74,footb,62,sexsim,57,chicken,5c1bc0ab84ff14000184c2ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.8959,-80.309,22,Gender variant/Non-conforming/Other (Please specify),,White,Cohabited,Absolutely disagree,"$60,001 - $80,000",Strongly Liberal,30,0,0,10,0,0,0,0,0,30,0,0,-20,0,0,-20,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,6,4,4,6,3,Very true of me,Very true of me,Very true of me,Slightly true of me,Very true of me,Moderately true of me,Very true of me,Not at all true of me,Very true of me,Slightly true of me,Moderately true of me,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,accept,62,51,“I feel awful for Henry because he had to push the person in order to save all five others.”,acc_emo,lifeboat,acc_emo,acc_rat,acc_rat,acc_rat,acc_emo,acc_rat,acc_emo,71,incest,53,chicken,74,electric,57,village,68,sexsim,80,dog,62,footb,60fccc55d3d53b24bb3c8379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0352,-83.5248,35,Female,,White,Single,Absolutely disagree,I prefer not to answer,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,-100,0,0,-10,20,20,-10,20,20,-10,20,20,10,20,20,-70,20,20,-25,20,20,10,20,20,8,3,4,4,6,2,5,5,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Moderately true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,condemn,57,62,"“The electrician had no way of knowing how much longer the children actually had, nor when the tycoon would naturally die.”",con_rat,chicken,con_emo,con_emo,con_rat,con_emo,con_rat,con_rat,con_emo,68,footb,80,dog,74,lifeboat,71,sexsim,53,village,51,incest,57,electric,5aee59100ccc2e000185937c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5436,-81.3738,51,Female,,White,Married,Absolutely disagree,"$60,001 - $80,000",Liberal,-20,0,0,-7,0,0,-100,0,0,7,0,0,25,50,0,10,50,50,45,50,48,-6,50,50,,,,,,,,,,,,,,,,,,,,,,,,,1 - I do not remember my responses at all,2,10 - I completely remember my responses,3,3,3,2,2,Moderately true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,accept,80,71,“The children needed the money now to survive and the tycoon had consented to donate their wealth for that purpose.”,acc_emo,chicken,acc_rat,acc_emo,acc_rat,acc_rat,acc_emo,acc_rat,acc_emo,62,lifeboat,57,sexsim,51,village,53,dog,74,footb,68,incest,80,electric,5f58ceb73a55aa065f014fb4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.6871,-84.151,51,Female,,White,Widowed,Absolutely disagree,"Under $20,000",Liberal,,,,,,,,,,,,,,,,,,,,,,,,,-100,77,24,4,0,0,-97,0,0,20,0,0,-17,9,0,50,68,0,-99,60,11,50,60,0,7,5,5,4,7,5,5,3,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,condemn,71,68,“I feel appalled that Ursula would play with the remains of a dead animal.”,con_rat,dog,con_emo,con_emo,con_rat,con_rat,con_emo,con_emo,con_rat,57,electric,62,footb,80,village,51,chicken,53,incest,74,lifeboat,71,sexsim,643c54a621bc0a29bc672cfb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.9623,-91.5613,60,Female,,White,Married,Absolutely disagree,"$80,001 - $100,000",Slightly Conservative,-100,99,0,-40,60,0,-100,100,0,-75,90,0,80,50,25,30,75,35,-50,65,10,68,50,25,,,,,,,,,,,,,,,,,,,,,,,,,10 - I completely remember my responses,8,10 - I completely remember my responses,10 - I completely remember my responses,2,3,4,1 - I do not remember my responses at all,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Very true of me,Not at all true of me,Very true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,accept,62,80,“The family did not cause the dog any harm; it was already dead.”,acc_rat,village,acc_rat,acc_emo,acc_emo,acc_rat,acc_emo,acc_rat,acc_emo,51,sexsim,53,footb,68,lifeboat,57,electric,71,incest,74,chicken,62,dog,570d30d942a1db000fc4cf87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0068,-118.256,59,Female,,White,Single,Absolutely disagree,"$20,001 - $40,000",Strongly Liberal,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,100,-7,11,13,-99,99,100,-98,5,10,-99,42,9,-94,13,13,-100,98,53,-100,18,23,10 - I completely remember my responses,7,10 - I completely remember my responses,6,10 - I completely remember my responses,9,9,9,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,condemn,68,74,“Henry shouldn’t get to decide a person’s willingness to sacrifice themselves.”,con_rat,electric,con_rat,con_emo,con_emo,con_emo,con_rat,con_emo,con_rat,80,sexsim,51,village,53,dog,62,lifeboat,57,chicken,71,incest,68,footb,5c0e8c65a2f251000137e916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0373,-93.6005,38,Female,,White,Cohabited,Absolutely disagree,"$60,001 - $80,000",Moderate,-54,79,22,0,76,51,-100,92,70,-22,83,51,-98,100,51,-100,100,18,-100,100,24,-100,100,14,,,,,,,,,,,,,,,,,,,,,,,,,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Extremely true of me,Extremely true of me,Moderately true of me,Slightly true of me,Very true of me,Slightly true of me,Very true of me,Not at all true of me,Extremely true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,accept,53,57,“I feel relieved that they both enjoyed it and it increased the love they had for each other.”,acc_rat,dog,acc_emo,acc_emo,acc_rat,acc_emo,acc_emo,acc_rat,acc_rat,74,footb,71,electric,62,chicken,68,lifeboat,80,village,51,sexsim,53,incest,616c5468a67584b6f6f57443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0228,-93.3012,34,Male,,Hispanic and/or Latin,Single,Absolutely disagree,"$20,001 - $40,000",Strongly Conservative,100,0,0,-100,0,0,-79,13,8,-100,0,0,-98,0,0,-100,0,0,-100,0,0,-100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,accept,68,53,"“I feel happy that he satisfied his needs and desires like this, instead of potentially hurting someone.”",acc_emo,incest,acc_rat,acc_rat,acc_emo,acc_emo,acc_rat,acc_emo,acc_rat,57,dog,74,lifeboat,80,footb,51,sexsim,62,electric,71,village,68,chicken,62e47a1d1d882637fafbc183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.7806,-80.1826,23,Male,,White,Cohabited,Absolutely disagree,"$60,001 - $80,000",Slightly Conservative,,,,,,,,,,,,,,,,,,,,,,,,,-74,63,67,-86,89,94,-87,80,75,-86,86,87,-67,63,54,-52,55,56,-74,64,54,-25,58,57,3,9,8,9,3,7,4,4,Slightly true of me,Moderately true of me,Moderately true of me,Slightly true of me,Very true of me,Moderately true of me,Very true of me,Moderately true of me,Moderately true of me,Slightly true of me,Slightly true of me,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,condemn,71,51,"“The passengers do not have the right to judge who gets thrown off. Whether someone is large or small, injured or uninjured, it is never okay to take a life.”",con_emo,sexsim,con_rat,con_emo,con_rat,con_rat,con_rat,con_emo,con_emo,53,footb,74,electric,57,chicken,80,dog,68,village,62,incest,71,lifeboat,60cfe495190da9fb2a1b9e52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.1457,-113.3615,36,Female,,White,Married,Absolutely disagree,"$80,001 - $100,000",Conservative,15,33,57,-59,57,44,-95,54,9,-81,57,21,16,44,42,-65,39,33,-36,43,26,6,39,44,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,7,7,6,6,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,accept,51,80,"“She used the items she purchased in the privacy of her own home, and nobody got hurt.”",acc_rat,electric,acc_rat,acc_emo,acc_emo,acc_emo,acc_rat,acc_rat,acc_emo,68,village,53,incest,74,dog,62,footb,71,chicken,57,lifeboat,51,sexsim,5842eb2904e7550001a06b14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1499,-85.2057,67,Male,,White,Married,Absolutely disagree,"$20,001 - $40,000",Slightly Conservative,,,,,,,,,,,,,,,,,,,,,,,,,-100,0,0,-12,0,0,11,25,0,33,0,0,100,0,0,23,0,0,-100,0,0,0,0,0,1 - I do not remember my responses at all,1 - I do not remember my responses at all,8,1 - I do not remember my responses at all,9,9,2,8,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,condemn,80,71,“I feel sickened that those barbaric passengers committed a horrible murder.”,con_emo,incest,con_rat,con_emo,con_rat,con_emo,con_emo,con_rat,con_rat,74,dog,51,sexsim,62,footb,68,village,57,electric,53,chicken,80,lifeboat,6130cdbb53f773b3125576a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.7712,-118.1454,23,Male,,Black or African American,Single,Slightly disagree,"$40,001 - $60,000",Liberal,95,0,0,89,0,1,-100,0,0,-63,0,0,2,0,0,-100,100,0,-67,0,0,-4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Very true of me,Slightly true of me,Not at all true of me,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,accept,71,74,“The passengers did what they had to do to save the most human lives. The injured man may not have survived anyways.”,acc_emo,footb,acc_rat,acc_emo,acc_rat,acc_rat,acc_emo,acc_emo,acc_rat,53,electric,80,village,68,sexsim,57,chicken,62,dog,51,incest,71,lifeboat,5aea9bcf5822e100014abc54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.5331,-122.7037,36,Male,,"Hispanic and/or Latin,White",Single,Absolutely disagree,"Under $20,000",Strongly Liberal,,,,,,,,,,,,,,,,,,,,,,,,,-75,0,19,-100,100,100,100,0,0,-100,75,100,100,0,0,0,31,0,79,74,0,25,0,0,8,10 - I completely remember my responses,7,10 - I completely remember my responses,9,8,7,8,Moderately true of me,Not at all true of me,Not at all true of me,Not at all true of me,Very true of me,Very true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,condemn,71,68,"“The passengers do not have the right to judge who gets thrown off. Whether someone is large or small, injured or uninjured, it is never okay to take a life.”",con_rat,village,con_rat,con_emo,con_emo,con_rat,con_emo,con_emo,con_rat,80,incest,57,chicken,51,sexsim,74,footb,53,dog,62,electric,71,lifeboat,62b14f89e9222d3aab48489b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.2497,-81.1369,34,Male,,White,Single,Absolutely disagree,"$40,001 - $60,000",Liberal,-1,10,5,-95,20,30,-15,30,15,-90,20,10,30,0,0,10,0,0,-20,10,10,-1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,6,8,5,4,7,7,5,4,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,accept,51,57,“It makes sense to save five people over one since their contribution to society would be higher.”,acc_emo,sexsim,acc_rat,acc_emo,acc_rat,acc_emo,acc_rat,acc_emo,acc_rat,71,chicken,62,dog,53,incest,80,electric,74,lifeboat,68,village,51,footb,5bdd1d5e14b3cd00019d10df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.4558,-81.7815,25,Male,,White,Cohabited,Absolutely disagree,"$40,001 - $60,000",Slightly Liberal,,,,,,,,,,,,,,,,,,,,,,,,,-82,92,25,-48,70,18,-58,71,37,-67,82,36,-17,55,27,5,65,31,15,56,37,-3,72,39,4,4,4,4,4,4,4,4,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Slightly true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,condemn,68,62,“I feel revolted that he engaged in bestiality; animals are not sex toys.”,con_emo,lifeboat,con_rat,con_rat,con_emo,con_rat,con_emo,con_rat,con_emo,51,village,71,incest,57,electric,53,sexsim,80,footb,74,dog,68,chicken,6237ca974050879378c8fea8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.9401,-93.0114,46,Female,,White,Cohabited,Absolutely disagree,"$20,001 - $40,000",Liberal,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,100,-27,49,37,-48,39,28,-51,43,30,-100,76,63,-100,71,37,-100,100,60,-74,63,63,9,8,6,7,9,10 - I completely remember my responses,10 - I completely remember my responses,8,Extremely true of me,Extremely true of me,Extremely true of me,Moderately true of me,Extremely true of me,Slightly true of me,Extremely true of me,Not at all true of me,Very true of me,Slightly true of me,Moderately true of me,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,condemn,74,53,"“You are supposed to respectfully mourn and honor a dead pet’s body with a proper burial, not abuse it.”",con_rat,chicken,con_rat,con_emo,con_emo,con_rat,con_emo,con_rat,con_emo,62,lifeboat,68,footb,71,incest,80,electric,51,sexsim,57,village,74,dog,5dbe5d44aab19f35c5459b57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
